french,german,Category,Number_char,Frequency,Similarity_score
le mariage blanc,die Scheinehe,liste_vocabulaire_allemand_crime_criminalite,13,1.91e-07,0.79310344
le meurtre,der Mord,liste_vocabulaire_allemand_crime_criminalite,8,3.38e-05,0.66666666
le meurtrier,der Mörder,liste_vocabulaire_allemand_crime_criminalite,10,1.62e-05,0.81818181
le multirécidiviste,der Wiederholungstäter,liste_vocabulaire_allemand_crime_criminalite,22,5.89e-07,0.75609756
le trafiquant de drogue,"der Dealer, die Dealerin",liste_vocabulaire_allemand_crime_criminalite,24,3.77e-08,0.78723404
le pédophile,der / die Pädophile,liste_vocabulaire_allemand_crime_criminalite,19,1.48e-06,0.41935486
le pickpocket,"der Taschendieb, die Taschendiebin",liste_vocabulaire_allemand_crime_criminalite,34,7.07e-08,0.82978724
le pirate,der Pirat,liste_vocabulaire_allemand_crime_criminalite,9,2.75e-06,0.33333330000000005
le pistolet,die Pistole,liste_vocabulaire_allemand_crime_criminalite,11,7.58e-06,0.27272725
le pot de vin,das Schmiergeld,liste_vocabulaire_allemand_crime_criminalite,15,7.24e-07,0.78571428
le pyromane,der Pyromane,liste_vocabulaire_allemand_crime_criminalite,12,3.31e-08,0.21739129999999995
le terroriste,der Terrorist,liste_vocabulaire_allemand_crime_criminalite,13,4.57e-06,0.2307692
le toxicomane,der Süchtige,liste_vocabulaire_allemand_crime_criminalite,12,5.62e-07,0.6799999999999999
le trafic de drogue,Rauschgifthandel,liste_vocabulaire_allemand_crime_criminalite,16,1e-07,0.77142857
le trafic d’arme,Waffenhandel,liste_vocabulaire_allemand_crime_criminalite,12,6.61e-07,0.78571428
le tueur,der Mörder,liste_vocabulaire_allemand_crime_criminalite,10,1.62e-05,0.77777778
le tueur en série,der Serienmörder,liste_vocabulaire_allemand_crime_criminalite,16,1.41e-06,0.57575756
le viol,die Vergewaltigung,liste_vocabulaire_allemand_crime_criminalite,18,1.05e-05,0.76
le violeur,der Vergewaltiger,liste_vocabulaire_allemand_crime_criminalite,17,3.55e-06,0.85185185
l’agression,den Angriff,liste_vocabulaire_allemand_crime_criminalite,11,4.99e-05,0.72727272
l’agression physique,Körperverletzung,liste_vocabulaire_allemand_crime_criminalite,16,8.51e-06,0.83333333
l’agression sexuelle,sexuelle Nötigung,liste_vocabulaire_allemand_crime_criminalite,17,2.13e-06,0.5675675600000001
l’alarme,der Alarm,liste_vocabulaire_allemand_crime_criminalite,9,1.26e-05,0.52941176
l’arme,die Waffe,liste_vocabulaire_allemand_crime_criminalite,9,2.57e-05,0.86666666
l’attaque armée,den bewaffneten Angriff,liste_vocabulaire_allemand_crime_criminalite,23,5.83e-06,0.84210527
la bombe,die Bombe,liste_vocabulaire_allemand_crime_criminalite,9,1.17e-05,0.4117647
l’émeute,der Aufruhr,liste_vocabulaire_allemand_crime_criminalite,11,3.71e-06,0.78947368
"l’escroquerie, la fraude",der Betrug,liste_vocabulaire_allemand_crime_criminalite,10,2.75e-05,0.88235294
la fraude fiscale,"die Steuerhinterziehung, Steuerbetrug",liste_vocabulaire_allemand_crime_criminalite,37,4.68e-07,0.85185185
l’intrusion,Hausfriedensbruch,liste_vocabulaire_allemand_crime_criminalite,17,8.51e-07,0.7142857
la négligence,die Fahrlässigkeit,liste_vocabulaire_allemand_crime_criminalite,18,2.19e-06,0.67741936
la preuve,der Beweis,liste_vocabulaire_allemand_crime_criminalite,10,3.54e-05,0.78947368
la prison,das Gefängnis,liste_vocabulaire_allemand_crime_criminalite,13,2.88e-05,0.63636363
la victime,das Opfer,liste_vocabulaire_allemand_crime_criminalite,9,0.000102,0.68421054
accuser,beschuldigen,liste_vocabulaire_allemand_crime_criminalite,12,1.55e-06,0.89473684
acquitter,freisprechen,liste_vocabulaire_allemand_crime_criminalite,12,4.37e-07,0.9047619
agresser,"angreifen, überfallen",liste_vocabulaire_allemand_crime_criminalite,21,4.3e-06,0.58620688
arrêter (un voleur),festnehmen,liste_vocabulaire_allemand_crime_criminalite,10,2.63e-06,0.79310344
assassiner,ermorden,liste_vocabulaire_allemand_crime_criminalite,8,3.24e-06,0.77777778
attaquer,angreifen,liste_vocabulaire_allemand_crime_criminalite,9,8.13e-06,0.76470588
battre (frapper),schlagen,liste_vocabulaire_allemand_crime_criminalite,8,4.47e-05,0.83333333
cambrioler,einbrechen,liste_vocabulaire_allemand_crime_criminalite,10,1.78e-06,0.7
chercher,Suche,liste_vocabulaire_allemand_crime_criminalite,5,0.000126,0.53846154
condamner,verurteilen,liste_vocabulaire_allemand_crime_criminalite,11,5.62e-06,0.8
défendre,verteidigen,liste_vocabulaire_allemand_crime_criminalite,11,2.24e-05,0.68421054
détourner de l’argent,hinterziehen,liste_vocabulaire_allemand_crime_criminalite,12,2.19e-07,0.878787875
droguer quelqu’un,jn unter Drogen setzen,liste_vocabulaire_allemand_crime_criminalite,22,7.06e-07,0.69230768
empoisonner,vergiften,liste_vocabulaire_allemand_crime_criminalite,9,2e-06,0.8
emprisonner,"einsperren, inhaftieren",liste_vocabulaire_allemand_crime_criminalite,23,2.8e-07,0.70588234
endommager,schaden,liste_vocabulaire_allemand_crime_criminalite,7,6.31e-05,0.76470588
enfermer,sperren,liste_vocabulaire_allemand_crime_criminalite,7,9.33e-06,0.6
enlever quelqu’un,entführen,liste_vocabulaire_allemand_crime_criminalite,9,2.95e-06,0.6153846000000001
enquêter,ermitteln,liste_vocabulaire_allemand_crime_criminalite,9,1.55e-05,0.76470588
escroquer,betrügen,liste_vocabulaire_allemand_crime_criminalite,8,3.02e-06,0.6470587999999999
espionner,bespitzeln,liste_vocabulaire_allemand_crime_criminalite,10,2.95e-07,0.4736842
étrangler,erwürgen,liste_vocabulaire_allemand_crime_criminalite,8,5.5e-07,0.76470588
être libéré / mis en liberté sous caution,gegen Kaution freigelassen werden,liste_vocabulaire_allemand_crime_criminalite,33,1.96e-06,0.72972974
"faire chanter, faire du chantage",erpressen,liste_vocabulaire_allemand_crime_criminalite,9,2.34e-06,0.75609756
faire de la contrebande,schmuggeln,liste_vocabulaire_allemand_crime_criminalite,10,1.17e-06,0.81818181
forcer,zwingen,liste_vocabulaire_allemand_crime_criminalite,7,1.51e-05,0.8461538399999999
frauder,Betrügen,liste_vocabulaire_allemand_crime_criminalite,8,3.02e-06,0.7333333200000001
interroger,befragen,liste_vocabulaire_allemand_crime_criminalite,8,4.9e-06,0.55555555
kidnapper,"kidnappen, entführen",liste_vocabulaire_allemand_crime_criminalite,20,1.64e-07,0.37931037
libérer,befreien,liste_vocabulaire_allemand_crime_criminalite,8,1.58e-05,0.6
maltraiter,misshandeln,liste_vocabulaire_allemand_crime_criminalite,11,5.01e-07,0.7142857
menacer,"bedrohen, androhen",liste_vocabulaire_allemand_crime_criminalite,18,2.87e-07,0.6799999999999999
menotter (passer les menottes à qqun),jm Handschellen anlegen,liste_vocabulaire_allemand_crime_criminalite,23,5.22e-07,0.66666666
"mettre le feu à, incendier",brennen,liste_vocabulaire_allemand_crime_criminalite,7,1.23e-05,0.6969697
poignarder,stechen,liste_vocabulaire_allemand_crime_criminalite,7,6.61e-06,0.88235294
prendre en otage,geiselnehmen,liste_vocabulaire_allemand_crime_criminalite,12,0.0,0.85714285
prouver,beweisen,liste_vocabulaire_allemand_crime_criminalite,8,3.39e-05,0.86666666
questionner,befragen,liste_vocabulaire_allemand_crime_criminalite,8,4.9e-06,0.78947368
résister,widerstehen,liste_vocabulaire_allemand_crime_criminalite,11,5.01e-06,0.5789473700000001
se prostituer,sich prostituieren,liste_vocabulaire_allemand_crime_criminalite,18,2.57e-07,0.22580650000000002
tirer,Schießen,liste_vocabulaire_allemand_crime_criminalite,8,2.29e-05,0.69230768
traduire en justice,vor Gericht zu bringen,liste_vocabulaire_allemand_crime_criminalite,22,4.82e-05,0.7073170799999999
tuer,töten,liste_vocabulaire_allemand_crime_criminalite,5,2.69e-05,0.55555555
violer,verletzen,liste_vocabulaire_allemand_crime_criminalite,9,1.07e-05,0.6
voler,stehlen,liste_vocabulaire_allemand_crime_criminalite,7,6.76e-06,0.66666666
